Filename;Keyphrase;Score
CL_000001_003_texte.txt;cas d' hystérie;0.7835
CL_000001_003_texte.txt;asile d' aliénés;0.7833
CL_000001_003_texte.txt;accès d' épilepsie;0.7772
CL_000001_003_texte.txt;phénomènes prémonitoires;0.7768
CL_000001_003_texte.txt;hémianeslliésie des hystériques;0.7764
CL_000001_003_texte.txt;observations d' hystérie mâle;0.7848
CL_000001_003_texte.txt;exagération des réflexes;0.7814
CL_000001_003_texte.txt;degré d' altération;0.7760
CL_000001_003_texte.txt;atteinte d' amyotrophie;0.7745
CL_000001_003_texte.txt;dénomination d' amyolrophie;0.7720
CL_000001_003_texte.txt;phénomènes d' hystérie;0.8033
CL_000001_003_texte.txt;exagération des réflexes;0.7975
CL_000001_003_texte.txt;atteintes d' hystérie;0.7968
CL_000001_003_texte.txt;hallucinations hypnagogiques;0.7957
CL_000001_003_texte.txt;sorte d' engourdissement;0.7947
CL_000001_003_texte.txt;exagération des réflexes;0.7791
CL_000001_003_texte.txt;attaques d' hystérie;0.7772
CL_000001_003_texte.txt;sujets hémianesthésiques hypnotisables;0.7726
CL_000001_003_texte.txt;manœuvre d' hypnotisation;0.7707
CL_000001_003_texte.txt;sensation d' engourdissement;0.7686
CL_000001_003_texte.txt;exagération des réflexes;0.7736
CL_000001_003_texte.txt;epidémie d' hystérie;0.7697
CL_000001_003_texte.txt;asile d' aliénés;0.7645
CL_000001_003_texte.txt;attaques d' hystérie;0.7620
CL_000001_003_texte.txt;pas d' antécédents;0.7616
CL_000001_003_texte.txt;paralysies hystéro -;0.7761
CL_000001_003_texte.txt;imprimerie a.;0.7747
CL_000001_003_texte.txt;stupeur locale;0.7527
CL_000001_003_texte.txt;développement de troubles;0.7464
CL_000001_003_texte.txt;traumatismes articulaires;0.7419
