Filename;Keyphrase;Score
CN_000058_030_texte.txt;sifflements d' oreilles;0.7370
CN_000058_030_texte.txt;bêtises d.;0.7323
CN_000058_030_texte.txt;parésie d' abord;0.7273
CN_000058_030_texte.txt;bureaux du pii0giilss;0.7215
CN_000058_030_texte.txt;phénomènes d' irritation réflexe;0.7211
CN_000058_030_texte.txt;traînée d' ensemencement;0.7542
CN_000058_030_texte.txt;épilepsie par intoxica- tion;0.7511
CN_000058_030_texte.txt;staphilocoques du genre;0.7448
CN_000058_030_texte.txt;hébétude postparoxystique;0.7440
CN_000058_030_texte.txt;quantité d' oxyhémoglobine;0.7438
CN_000058_030_texte.txt;stigmates de dégénérescence;0.7778
CN_000058_030_texte.txt;asile d' aliénés;0.7768
CN_000058_030_texte.txt;faits d' épilepsie;0.7751
CN_000058_030_texte.txt;symptômes d' épilepsie gé-;0.7736
CN_000058_030_texte.txt;paralytiques syphilitiques;0.7671
CN_000058_030_texte.txt;hypnotisés d' hahitude;0.7795
CN_000058_030_texte.txt;folies hallucinatoires;0.7751
CN_000058_030_texte.txt;absence d' hérédité;0.7747
CN_000058_030_texte.txt;mécanisme des phobies;0.7745
CN_000058_030_texte.txt;attaques congestives épileptiformes;0.7736
CN_000058_030_texte.txt;état d' obnubilation;0.7779
CN_000058_030_texte.txt;évolution est-elle rapide;0.7659
CN_000058_030_texte.txt;exagération des mouvements;0.7620
CN_000058_030_texte.txt;cas d' épilepsie;0.7597
CN_000058_030_texte.txt;sensation d' engourdissement;0.7594
CN_000058_030_texte.txt;accès d' épilepsie;0.7738
CN_000058_030_texte.txt;symptômes d' amyotrophie;0.7673
CN_000058_030_texte.txt;cas d' amyotrophie;0.7627
CN_000058_030_texte.txt;arthropathies trophiques pures;0.7607
CN_000058_030_texte.txt;réaction de dégénérescence;0.7567
CN_000058_030_texte.txt;hystérie paroxys- tique;0.7885
CN_000058_030_texte.txt;accès d' épilepsie;0.7864
CN_000058_030_texte.txt;asiles d' aliénés;0.7842
CN_000058_030_texte.txt;asile d' aliénés;0.7788
CN_000058_030_texte.txt;stigmates de dégénérescence;0.7780
CN_000058_030_texte.txt;asiles d' aliénés;0.7754
CN_000058_030_texte.txt;asile d' aliénés;0.7664
CN_000058_030_texte.txt;symptômes d' hystérie;0.7652
CN_000058_030_texte.txt;imprévoyance déconcertante;0.7559
CN_000058_030_texte.txt;matière d' infanticide;0.7530
CN_000058_030_texte.txt;asphyxie par suffocation;0.8047
CN_000058_030_texte.txt;subite- ment;0.7868
CN_000058_030_texte.txt;matière d' infanticide;0.7864
CN_000058_030_texte.txt;hystérie traumatique grave;0.7859
CN_000058_030_texte.txt;hystérie grave;0.7746
CN_000058_030_texte.txt;bromure d' ammonium;0.7676
