Filename;Keyphrase;Score
CL_000001_005_texte.txt;eléments d' embryologie;0.8008
CL_000001_005_texte.txt;éléments extra-vasculaires préexistants;0.7823
CL_000001_005_texte.txt;études d' analomie;0.7794
CL_000001_005_texte.txt;phénomènes d' exsudation;0.7794
CL_000001_005_texte.txt;instituts pathologiques;0.7787
CL_000001_005_texte.txt;affaissement des vésicules;0.7686
CL_000001_005_texte.txt;affaisse - ment;0.7619
CL_000001_005_texte.txt;affaissement des alvéoles;0.7591
CL_000001_005_texte.txt;abcès ossifluents.—;0.7558
CL_000001_005_texte.txt;irritation èpithéliale progresse;0.7556
CL_000001_005_texte.txt;agglomérations tuberculeuses greffées;0.7551
CL_000001_005_texte.txt;ouvrage de m.;0.7467
CL_000001_005_texte.txt;sarcome angioplastique;0.7463
CL_000001_005_texte.txt;élémenls cellulaires agglomérés;0.7455
CL_000001_005_texte.txt;agglomérations tuberculeuses péri-bronchiques;0.7448
CL_000001_005_texte.txt;excavations pulmonaires tuberculeuses;0.7879
CL_000001_005_texte.txt;indication d' observations analogues;0.7876
CL_000001_005_texte.txt;excréments liquides jaunâtres;0.7840
CL_000001_005_texte.txt;caillots fîbrineux décolorés;0.7839
CL_000001_005_texte.txt;concrétions iibrineuses;0.7814
CL_000001_005_texte.txt;altérations parenchymateuses;0.7939
CL_000001_005_texte.txt;centigrammes d' acétate;0.7935
CL_000001_005_texte.txt;traités d' auscultation;0.7918
CL_000001_005_texte.txt;hémoptysie foudroyante;0.7913
CL_000001_005_texte.txt;anévrismes intra-thoraciques latents;0.7909
CL_000001_005_texte.txt;phénomènes d' asphyxie;0.7637
CL_000001_005_texte.txt;état d' asphyxie;0.7596
CL_000001_005_texte.txt;occlusion par thrombose;0.7571
CL_000001_005_texte.txt;traité d' auscultation;0.7539
CL_000001_005_texte.txt;ulcérations athéromateuses;0.7529
CL_000001_005_texte.txt;sarcome angioplastique;0.7794
CL_000001_005_texte.txt;endocardite ulcéreuse;0.7728
CL_000001_005_texte.txt;infiltration grise tuberculeuse;0.7700
CL_000001_005_texte.txt;signes d' auscultation;0.7681
CL_000001_005_texte.txt;infarctus hémoptoïque;0.7663
