Filename;Keyphrase;Score
CN_000039_011_texte.txt;thèse de àlontpellie)-;0.7409
CN_000039_011_texte.txt;symptômes inquié- tants;0.7393
CN_000039_011_texte.txt;cas d' hémiplégie droite;0.7391
CN_000039_011_texte.txt;hô- pital militaire;0.7384
CN_000039_011_texte.txt;mot de métastase;0.7348
CN_000039_011_texte.txt;attaques d' épilepsie;0.7492
CN_000039_011_texte.txt;phénomènes paralytiques;0.7443
CN_000039_011_texte.txt;antécédents héréditaires;0.7441
CN_000039_011_texte.txt;inégalité pupillaire;0.7385
CN_000039_011_texte.txt;accès d' angoisse;0.7322
CN_000039_011_texte.txt;nomènes paralytiques;0.7755
CN_000039_011_texte.txt;hémiplégie avec aphasie;0.7651
CN_000039_011_texte.txt;diplopie avec récidives;0.7641
CN_000039_011_texte.txt;étude des dégénérescences;0.7636
CN_000039_011_texte.txt;phénomènes paralytiques;0.7635
CN_000039_011_texte.txt;convulsions toniques prédominant;0.7527
CN_000039_011_texte.txt;dégénérescence phy- sique;0.7503
CN_000039_011_texte.txt;absence d' hérniopie;0.7484
CN_000039_011_texte.txt;dégénérescences scléreuses secondaires;0.7440
CN_000039_011_texte.txt;altération scléreuse;0.7436
CN_000039_011_texte.txt;existence d' embolies;0.7611
CN_000039_011_texte.txt;phénomènes d' intoxication;0.7512
CN_000039_011_texte.txt;voie d' élimination;0.7503
CN_000039_011_texte.txt;altérations du sang;0.7467
CN_000039_011_texte.txt;empoisonne- ment;0.7451
CN_000039_011_texte.txt;phénomènes d' intoxication;0.7722
CN_000039_011_texte.txt;sensation d' affaissement;0.7718
CN_000039_011_texte.txt;émanations acétoniques;0.7672
CN_000039_011_texte.txt;symptômes d' irritation;0.7606
CN_000039_011_texte.txt;accès d' asthme;0.7545
CN_000039_011_texte.txt;asiles d' aliénés;0.7713
CN_000039_011_texte.txt;antécédents héréditaires vésaniques;0.7688
CN_000039_011_texte.txt;cas d' agoraphobie;0.7678
CN_000039_011_texte.txt;attaques d' épilepsie;0.7640
CN_000039_011_texte.txt;altérations encéphaliques;0.7633
CN_000039_011_texte.txt;asymétrie des hémisphères;0.7956
CN_000039_011_texte.txt;hérédités névropathiques;0.7809
CN_000039_011_texte.txt;pai ticularités;0.7788
CN_000039_011_texte.txt;sorte d' entre-sol;0.7786
CN_000039_011_texte.txt;constatations objectives antérieures;0.7770
CN_000039_011_texte.txt;sensations d' engourdissement;0.7728
CN_000039_011_texte.txt;variations ozonométriques médiocres;0.7641
CN_000039_011_texte.txt;altérations traumatiques;0.7626
CN_000039_011_texte.txt;asiles d' infirmes;0.7611
CN_000039_011_texte.txt;perversions morales impulsives;0.7604
CN_000039_011_texte.txt;exagération des réflexes;0.8035
CN_000039_011_texte.txt;autopsie des paralytiques;0.8006
CN_000039_011_texte.txt;atrophie musculaire dégénératrice;0.7927
CN_000039_011_texte.txt;cas d' amnésie;0.7904
CN_000039_011_texte.txt;ostéomalacie paralytique;0.7886
CN_000039_011_texte.txt;asiles d' aliénés;0.7831
CN_000039_011_texte.txt;eléments d' anthropologie;0.7799
CN_000039_011_texte.txt;asile d' aliénés;0.7737
CN_000039_011_texte.txt;traité d' anthropologie;0.7705
CN_000039_011_texte.txt;école d' anthropologie;0.7655
CN_000039_011_texte.txt;état d' obnubilation;0.7394
CN_000039_011_texte.txt;nom d' hallucinations;0.7305
CN_000039_011_texte.txt;période d' irritation;0.7187
CN_000039_011_texte.txt;aliénations mentales;0.7125
CN_000039_011_texte.txt;causes d' illusions;0.7123
CN_000039_011_texte.txt;exagération des réflexes;0.7718
CN_000039_011_texte.txt;antécédent d' aliénation;0.7666
CN_000039_011_texte.txt;cas d' ataxie locomo- trice;0.7643
CN_000039_011_texte.txt;ordres d' altération;0.7513
CN_000039_011_texte.txt;aliénations mentales;0.7420
CN_000039_011_texte.txt;nom d' hémianopsie;0.7885
CN_000039_011_texte.txt;cas d' hémianopsie;0.7824
CN_000039_011_texte.txt;formes d' hémianopsie;0.7744
CN_000039_011_texte.txt;vie des diagnos- tics;0.7727
CN_000039_011_texte.txt;étiologie du tabes;0.7705
CN_000039_011_texte.txt;cas d' hémianopsie;0.7752
CN_000039_011_texte.txt;endocardite ulcéreuse;0.7642
CN_000039_011_texte.txt;vas d' hémianopsie;0.7616
CN_000039_011_texte.txt;céphalalgie paroxys- tique;0.7603
CN_000039_011_texte.txt;protubérance occipitale externe;0.7555
CN_000039_011_texte.txt;tubercules qundriumenuxj.;0.7909
CN_000039_011_texte.txt;grand-père paternel succombe;0.7876
CN_000039_011_texte.txt;hallucinations conscientes;0.7791
CN_000039_011_texte.txt;convulsions épileptiformes;0.7768
CN_000039_011_texte.txt;tumeurs hémorrhoidaires;0.7725
CN_000039_011_texte.txt;accentuation des altérations;0.7754
CN_000039_011_texte.txt;manifestatations somnambuliques;0.7728
CN_000039_011_texte.txt;degré d' atrophie;0.7718
CN_000039_011_texte.txt;amyotrophie d' origine;0.7712
CN_000039_011_texte.txt;hémorrhagies nasales;0.7695
CN_000039_011_texte.txt;prolongements du protoplasma;0.7596
CN_000039_011_texte.txt;etudes histologiques;0.7570
CN_000039_011_texte.txt;isolement des fibrilles;0.7517
CN_000039_011_texte.txt;écrevisse d' eau;0.7515
CN_000039_011_texte.txt;état d' automate;0.7494
CN_000039_011_texte.txt;point d' émergence;0.7548
CN_000039_011_texte.txt;narcose chloroformique;0.7478
CN_000039_011_texte.txt;lieu d' incitation;0.7458
CN_000039_011_texte.txt;abstraction des mouvements;0.7444
CN_000039_011_texte.txt;état d' agitation;0.7435
CN_000039_011_texte.txt;nom d' hystérie;0.7925
CN_000039_011_texte.txt;êtres physiologiques anormaux;0.7871
CN_000039_011_texte.txt;attaque d' hémianopsie;0.7767
CN_000039_011_texte.txt;dilatation des ventricules;0.7744
CN_000039_011_texte.txt;hérédité comme cause;0.7739
CN_000039_011_texte.txt;suite d' hallucinations;0.7642
CN_000039_011_texte.txt;urine des sitiophobes;0.7592
CN_000039_011_texte.txt;état d' inanition;0.7541
CN_000039_011_texte.txt;urine des aliénés;0.7539
CN_000039_011_texte.txt;hystérie mortelle aiguë;0.7535
CN_000039_011_texte.txt;névroses des vaso-constric- teurs;0.8033
CN_000039_011_texte.txt;névroses des vaso-dilatateurs;0.8017
CN_000039_011_texte.txt;idées d' empoisonnement;0.7944
CN_000039_011_texte.txt;état d' irri-;0.7944
CN_000039_011_texte.txt;conceptions lypémaniaques nuancées;0.7909
CN_000039_011_texte.txt;accès d' épilepsie;0.7870
CN_000039_011_texte.txt;équivalents d' épilepsie;0.7808
CN_000039_011_texte.txt;exagération des réflexes;0.7807
CN_000039_011_texte.txt;exagération du phénomène;0.7766
CN_000039_011_texte.txt;asile d' aliénés;0.7759
CN_000039_011_texte.txt;stade d' obnubilation;0.7968
CN_000039_011_texte.txt;étals d' obnubilation;0.7968
CN_000039_011_texte.txt;état d' obnubilation;0.7919
CN_000039_011_texte.txt;exagération des réflexes;0.7899
