Filename;Keyphrase;Score
CL_000001_008_texte.txt;fièvre typhoïde,'où m.;0.8199
CL_000001_008_texte.txt;combrées d' immondices;0.8168
CL_000001_008_texte.txt;ulcérations laryngées;0.7996
CL_000001_008_texte.txt;animal succombe;0.7918
CL_000001_008_texte.txt;hémorrhagies passives;0.7915
CL_000001_008_texte.txt;signes d' hyposlhénie;0.7262
CL_000001_008_texte.txt;ulcérations tuberculeuses;0.7226
CL_000001_008_texte.txt;abdominaux d' individus morls;0.7159
CL_000001_008_texte.txt;ichthyose congénitale;0.7150
CL_000001_008_texte.txt;éruption d' herpès;0.7139
CL_000001_008_texte.txt;vestige d' échinocoques;0.7757
CL_000001_008_texte.txt;ulcérations tuberculeuses;0.7665
CL_000001_008_texte.txt;doctrine homœopalhique;0.7649
CL_000001_008_texte.txt;ulcération cancéreuse;0.7647
CL_000001_008_texte.txt;ouvrage de m.;0.7641
CL_000001_008_texte.txt;attaques d' hystérie;0.7399
CL_000001_008_texte.txt;cas d' ataxie locomotrice;0.7181
CL_000001_008_texte.txt;centigrammes d' hyposulfite;0.7176
CL_000001_008_texte.txt;symptôme d' ataxie locomotrice;0.7115
CL_000001_008_texte.txt;pas d' antécédents;0.7089
CL_000001_008_texte.txt;atrophie du foie .............................................;0.7405
CL_000001_008_texte.txt;icthyose congénitale;0.7374
CL_000001_008_texte.txt;époque d' apparition;0.7321
CL_000001_008_texte.txt;nitrate d' argent ........................;0.7320
CL_000001_008_texte.txt;cas d' altération;0.7282
