Filename;Keyphrase;Score
CN_000077_019_texte.txt;a('('olliil l;0.7560
CN_000077_019_texte.txt;ment vivao·.;0.7551
CN_000077_019_texte.txt;pil'-mèl' e dll;0.7543
CN_000077_019_texte.txt;circonvolutions sous-jaceiiles;0.7537
CN_000077_019_texte.txt;ment démente;0.7524
CN_000077_019_texte.txt;insomnie des paralytiques;0.7657
CN_000077_019_texte.txt;accès d' épilepsie;0.7579
CN_000077_019_texte.txt;insomnie de 51,i;0.7440
CN_000077_019_texte.txt;insomnie coexis- tante;0.7439
CN_000077_019_texte.txt;démence paralytique;0.7408
CN_000077_019_texte.txt;sclérose atrophique hémisphérique.-;0.8134
CN_000077_019_texte.txt;signes d' auscultation;0.7991
CN_000077_019_texte.txt;inégalité de poids;0.7910
CN_000077_019_texte.txt;oppression croissantes;0.7861
CN_000077_019_texte.txt;démence épileptique;0.7722
CN_000077_019_texte.txt;nécroses histologiques circonscrites;0.7302
CN_000077_019_texte.txt;altérations destructives graves;0.7257
CN_000077_019_texte.txt;émanation dégénérative;0.7236
CN_000077_019_texte.txt;fadeurs unalol1lopul1rologiques;0.7193
CN_000077_019_texte.txt;méthode d' imprégnation;0.7187
CN_000077_019_texte.txt;crédulité des paralytiques;0.7951
CN_000077_019_texte.txt;accès d' épilepsie;0.7808
CN_000077_019_texte.txt;psychose dégénérative;0.7694
CN_000077_019_texte.txt;anomalie de formejlcs circonvolutions;0.7686
CN_000077_019_texte.txt;dégénérescence descendante;0.7685
CN_000077_019_texte.txt;mouvements par exagération;0.7945
CN_000077_019_texte.txt;cas d' hemorrha-;0.7879
CN_000077_019_texte.txt;paresthésies passagères;0.7831
CN_000077_019_texte.txt;ensemble des protoneurones mo- teurs correspoudunl;0.7783
CN_000077_019_texte.txt;introspection directe;0.7777
CN_000077_019_texte.txt;asile d' aliénés;0.8050
CN_000077_019_texte.txt;pseudo-angine de poi- trine;0.7976
CN_000077_019_texte.txt;accès d' aliénation;0.7970
CN_000077_019_texte.txt;neurasthénie exaspéré;0.7970
CN_000077_019_texte.txt;.syndromes psychopathiques;0.7969
CN_000077_019_texte.txt;"ps1'ciiop.111111;5 .1\\i1";0.7725
CN_000077_019_texte.txt;pui)iilul' phislile;0.7622
CN_000077_019_texte.txt;jégénél' es-;0.7543
CN_000077_019_texte.txt;asile d' aliénés;0.7538
CN_000077_019_texte.txt;phénomènes d' oblusion;0.7473
CN_000077_019_texte.txt;j('l' culeu\;0.7792
CN_000077_019_texte.txt;pour.l' interprétalion;0.7776
CN_000077_019_texte.txt;tl' irnpuis- sance;0.7760
CN_000077_019_texte.txt;asile d' aliénés;0.7754
CN_000077_019_texte.txt;àge de]. ';0.7710
CN_000077_019_texte.txt;asiles d' aliénés;0.8195
CN_000077_019_texte.txt;internat d' asiles;0.7977
CN_000077_019_texte.txt;asiles publics;0.7902
CN_000077_019_texte.txt;emplois de mé- decins - adjoints;0.7890
CN_000077_019_texte.txt;compte d' aliénistes;0.7864
CN_000077_019_texte.txt;phalange de docteurs;0.7742
CN_000077_019_texte.txt;votlué d' emblée;0.7723
CN_000077_019_texte.txt;dégéné- rescence;0.7686
CN_000077_019_texte.txt;néphrite sans altérations;0.7679
CN_000077_019_texte.txt;obscurcissements périodiques;0.7677
CN_000077_019_texte.txt;sensation d' engourdissement;0.7881
CN_000077_019_texte.txt;voie de communication b. m.;0.7845
CN_000077_019_texte.txt;polynévrite tuberculeuse;0.7835
CN_000077_019_texte.txt;influence des rayons n.;0.7821
CN_000077_019_texte.txt;paraphasie vraie;0.7771
CN_000077_019_texte.txt;insuccès de médica- ments;0.7773
CN_000077_019_texte.txt;auto-intoxication par résorption;0.7762
CN_000077_019_texte.txt;hospitalisation des aliè-;0.7760
CN_000077_019_texte.txt;infiltration leucocytaire;0.7757
CN_000077_019_texte.txt;asiles d' aliénés;0.7749
CN_000077_019_texte.txt;slygniales d' hystérie;0.8185
CN_000077_019_texte.txt;asiles d' aliénés;0.8088
CN_000077_019_texte.txt;stase papil- laire;0.8075
CN_000077_019_texte.txt;asile d' aliénés;0.8071
CN_000077_019_texte.txt;stase papillaire;0.8062
CN_000077_019_texte.txt;renfermeries d' incurables;0.7906
CN_000077_019_texte.txt;assistaace des aliénés criminels;0.7889
CN_000077_019_texte.txt;asiles d' aliénés cri-;0.7867
CN_000077_019_texte.txt;i' mal' queul;0.7856
CN_000077_019_texte.txt;asiles d' aliénés;0.7855
CN_000077_019_texte.txt;localisation des dégénéres- cences;0.7871
CN_000077_019_texte.txt;étude par- ticulière;0.7862
CN_000077_019_texte.txt;titre d' élihlic-;0.7860
CN_000077_019_texte.txt;opinion de v.1\ionakow;0.7855
CN_000077_019_texte.txt;stéréotypies du décubitus;0.7817
CN_000077_019_texte.txt;accentuation des plis;0.7757
CN_000077_019_texte.txt;obstination désolante;0.7675
CN_000077_019_texte.txt;excitation génitale exagérée;0.7642
CN_000077_019_texte.txt;cellule amoindrie;0.7571
CN_000077_019_texte.txt;période d' intoxication;0.7567
CN_000077_019_texte.txt;pscudo - stéréotypies;0.7847
CN_000077_019_texte.txt;pseuio - stéréotypies;0.7809
CN_000077_019_texte.txt;formule d' extériorisation;0.7791
CN_000077_019_texte.txt;rapport aux hébéphréniques;0.7720
CN_000077_019_texte.txt;richesse d' expression;0.7709
CN_000077_019_texte.txt;reliquat d' affaiblissement;0.7674
CN_000077_019_texte.txt;état d' affaiblissement;0.7668
CN_000077_019_texte.txt;asymétrie des animaux;0.7660
CN_000077_019_texte.txt;degré d' affaiblissement;0.7659
CN_000077_019_texte.txt;manifestes de défectuosités;0.7643
CN_000077_019_texte.txt;amnésies paroxystiques;0.8126
CN_000077_019_texte.txt;paraplégie spas- tique familiale;0.8099
CN_000077_019_texte.txt;affec- fectiou médullaire;0.8080
CN_000077_019_texte.txt;susceptibilité des méninges cérébro;0.8053
CN_000077_019_texte.txt;pathogénie des paraplégies;0.8046
CN_000077_019_texte.txt;érotomane d' abord;0.8005
CN_000077_019_texte.txt;asiles d' aliénés;0.7849
CN_000077_019_texte.txt;exagération des réflexes;0.7846
CN_000077_019_texte.txt;asile d' aliénés;0.7818
CN_000077_019_texte.txt;cécité par atrophie;0.7801
CN_000077_019_texte.txt;hérédité de /'o6m)'.(/r;0.8040
CN_000077_019_texte.txt;asiles d' aliénés;0.7849
CN_000077_019_texte.txt;filouterie d' aliments;0.7710
CN_000077_019_texte.txt;alteintes de phobies;0.7693
CN_000077_019_texte.txt;hallucinations d' ordre;0.7687
CN_000077_019_texte.txt;asile d' aliénés;0.8087
CN_000077_019_texte.txt;enfants arriérés;0.7930
CN_000077_019_texte.txt;manoeuvres d' examen;0.7831
CN_000077_019_texte.txt;dégénérescence descendante;0.7818
CN_000077_019_texte.txt;revue d' anatomie;0.7792
CN_000077_019_texte.txt;cas d' hémianopsie;0.7819
CN_000077_019_texte.txt;hérédité psychopathitlue seule;0.7778
CN_000077_019_texte.txt;explicalion du galvanoluome;0.7764
CN_000077_019_texte.txt;amnésie retro-anterngrade;0.7743
CN_000077_019_texte.txt;réaction de dégénérescence;0.7734
CN_000077_019_texte.txt;guérison par auto-sugges- tion;0.7473
CN_000077_019_texte.txt;suite d' unictusapoplectique;0.7442
CN_000077_019_texte.txt;mittents d' angoisse;0.7435
CN_000077_019_texte.txt;pas d' hérédité;0.7431
CN_000077_019_texte.txt;démence paralytique;0.7426
CN_000077_019_texte.txt;observations d' épilepsie;0.8045
CN_000077_019_texte.txt;observation d' empoisonnement;0.7991
CN_000077_019_texte.txt;asiles d' aliénés;0.7932
CN_000077_019_texte.txt;asile d' aliénés;0.7913
CN_000077_019_texte.txt;méthode d' isole- ment;0.7877
CN_000077_019_texte.txt;psychoses par épuise- ment;0.8052
CN_000077_019_texte.txt;"suir;iclacl' un<.ryeasion- naire";0.7968
CN_000077_019_texte.txt;consideratinnsstatistiqueslocatessurlaregionotsurla propor- tion;0.7911
CN_000077_019_texte.txt;asile d' aliénés;0.7831
