Filename;Keyphrase;Score
CL_000001_006_texte.txt;expériences d' extirpation;0.7915
CL_000001_006_texte.txt;nombre d' altérations;0.7881
CL_000001_006_texte.txt;cas d' altérations chroniques;0.7881
CL_000001_006_texte.txt;assertion de m.;0.7872
CL_000001_006_texte.txt;études d' anatomie;0.7869
CL_000001_006_texte.txt;minocholie.—altérations dues;0.8024
CL_000001_006_texte.txt;altérations parenchymateuses;0.7929
CL_000001_006_texte.txt;typhlite ulcéreuse;0.7896
CL_000001_006_texte.txt;traité d' analomie;0.7851
CL_000001_006_texte.txt;ramifications biliaires intra-hépatiquôs;0.7839
CL_000001_006_texte.txt;cholécystite ulcéreuse;0.7564
CL_000001_006_texte.txt;traité d' auscultation;0.7555
CL_000001_006_texte.txt;ramifications œsophagiennes;0.7542
CL_000001_006_texte.txt;altération des urines;0.7534
CL_000001_006_texte.txt;substance parenchymateuse;0.7532
CL_000001_006_texte.txt;néphrite parenchymateuse permanente;0.7699
CL_000001_006_texte.txt;altération des glomérules;0.7676
CL_000001_006_texte.txt;canalicules urinifères rectilignes;0.7637
CL_000001_006_texte.txt;cas d' hémorrhagies;0.7616
CL_000001_006_texte.txt;épithélium des canaliculi;0.7612
CL_000001_006_texte.txt;altération du parenchyme rénal;0.7482
CL_000001_006_texte.txt;néphrite parenchymateuse profonde;0.7464
CL_000001_006_texte.txt;néphrite parenchymateuse légère;0.7445
CL_000001_006_texte.txt;altération des épithéliums;0.7410
CL_000001_006_texte.txt;cholécystite ulcéreuse;0.7342
CL_000001_006_texte.txt;cirrhose hy - pertrophique,235;0.7918
CL_000001_006_texte.txt;néphrite parenchymateusc;0.7865
CL_000001_006_texte.txt;néphrite parenchymateuse;0.7842
CL_000001_006_texte.txt;373.—altération des vaisseaux;0.7840
CL_000001_006_texte.txt;néphrites interstitielles;0.7781
