Filename;Keyphrase;Score
CN_000053_025_texte.txt;altérations cellulaires;0.6935
CN_000053_025_texte.txt;occlusion des yeux;0.6932
CN_000053_025_texte.txt;hys- térie;0.6927
CN_000053_025_texte.txt;occlusion des paupières;0.6905
CN_000053_025_texte.txt;thèse d' agrégation;0.6904
CN_000053_025_texte.txt;habitudes d' intempérance;0.8107
CN_000053_025_texte.txt;hérédité de transformation;0.8006
CN_000053_025_texte.txt;abondance inaccoutumée;0.7987
CN_000053_025_texte.txt;rétrécisse- ment;0.7971
CN_000053_025_texte.txt;façon péremptoire;0.7955
CN_000053_025_texte.txt;moments d' agacement;0.7832
CN_000053_025_texte.txt;ouvrage de m. pitres;0.7802
CN_000053_025_texte.txt;période d' accalmie;0.7795
CN_000053_025_texte.txt;attaques convulsives fréquentes;0.7756
CN_000053_025_texte.txt;affaiblissement momentané;0.7754
CN_000053_025_texte.txt;attaques d' hystérie;0.8118
CN_000053_025_texte.txt;cas d' hystérie;0.8092
CN_000053_025_texte.txt;diagnostic d' hystérie;0.7991
CN_000053_025_texte.txt;cas d' épilepsie;0.7934
CN_000053_025_texte.txt;sensation d' engourdissement;0.7892
CN_000053_025_texte.txt;hypothèse d' hystérie;0.7858
CN_000053_025_texte.txt;exagération des réflexes;0.7747
CN_000053_025_texte.txt;hémorrhagie intra- arachnoïdienne;0.7671
CN_000053_025_texte.txt;pas d' achromatopsie;0.7572
CN_000053_025_texte.txt;hémianesthésie d' origine;0.7558
CN_000053_025_texte.txt;hypotoxicité d' urine;0.8019
CN_000053_025_texte.txt;autopsie des épilep-;0.8001
CN_000053_025_texte.txt;lois d' évolution;0.7990
CN_000053_025_texte.txt;hypotoxicité des urines;0.7935
CN_000053_025_texte.txt;compagner d' hypotoxicité;0.7905
CN_000053_025_texte.txt;exagération des réflexes;0.7738
CN_000053_025_texte.txt;tumeurs avec ulcérations;0.7684
CN_000053_025_texte.txt;épilepsie jacksonienne;0.7676
CN_000053_025_texte.txt;ulcérations analogues;0.7650
CN_000053_025_texte.txt;diffé- rences;0.7635
CN_000053_025_texte.txt;phénomènes d' épilepsie;0.7839
CN_000053_025_texte.txt;atrophie porencépbalique;0.7664
CN_000053_025_texte.txt;hérédité névropathique;0.7639
CN_000053_025_texte.txt;urines des aliénés;0.7620
CN_000053_025_texte.txt;accès de somnambulisme;0.7606
CN_000053_025_texte.txt;hallucinations motrices;0.7808
CN_000053_025_texte.txt;hallucinations sensorielles;0.7802
CN_000053_025_texte.txt;théorie des hallucinations;0.7798
CN_000053_025_texte.txt;attaques d' épilepsie;0.7795
CN_000053_025_texte.txt;psychose d' épuisement;0.7754
CN_000053_025_texte.txt;symptômes paralytiques aigus;0.7817
CN_000053_025_texte.txt;phénomène d' hallucinations;0.7815
CN_000053_025_texte.txt;exagération des réflexes;0.7791
CN_000053_025_texte.txt;hallucinations motrices verbales;0.7780
CN_000053_025_texte.txt;phénomènes d' inhibition;0.7739
CN_000053_025_texte.txt;exagération des réflexes;0.8147
CN_000053_025_texte.txt;réflexes patellaires exagérés;0.8098
CN_000053_025_texte.txt;étiologie des psychoses;0.8031
CN_000053_025_texte.txt;excitations paroxystiques;0.8026
CN_000053_025_texte.txt;aliénés sitiophobes;0.8007
CN_000053_025_texte.txt;exagération des réflexes;0.8029
CN_000053_025_texte.txt;bradycardie avec accès épileptiformes;0.8027
CN_000053_025_texte.txt;stigmates de dégénérescence;0.7965
CN_000053_025_texte.txt;développement d' amyotrophie;0.7938
CN_000053_025_texte.txt;émotions asthéniques;0.7881
CN_000053_025_texte.txt;asiles d' aliénés;0.8174
CN_000053_025_texte.txt;asile d' aliénés;0.8117
CN_000053_025_texte.txt;incompétence des direc- tions;0.8016
CN_000053_025_texte.txt;asile d' infirmes;0.8010
CN_000053_025_texte.txt;mort par asphyxie;0.8010
CN_000053_025_texte.txt;attaques d' hystérie;0.7669
CN_000053_025_texte.txt;nom d' amyotrophie;0.7504
CN_000053_025_texte.txt;cas d' amyotrophie;0.7343
CN_000053_025_texte.txt;amyotrophie d' origine;0.7333
CN_000053_025_texte.txt;amyotrophies d' origine;0.7299
CN_000053_025_texte.txt;observation d' ataxie locomotrice;0.8314
CN_000053_025_texte.txt;morts d' affections;0.8086
CN_000053_025_texte.txt;brusquerie du changement;0.8008
CN_000053_025_texte.txt;degré d' angoisse;0.7985
CN_000053_025_texte.txt;affaissement du corps;0.7983
CN_000053_025_texte.txt;étude histologique;0.7575
CN_000053_025_texte.txt;hypnotisme avec sesphases;0.7545
CN_000053_025_texte.txt;atrophie con- sidérable;0.7538
CN_000053_025_texte.txt;degrés d' évolution;0.7527
CN_000053_025_texte.txt;efforts d' occlusion;0.7526
CN_000053_025_texte.txt;hérédité des myopathies;0.7391
CN_000053_025_texte.txt;cirrhose interstitielle primitive;0.7328
CN_000053_025_texte.txt;apophyse mastoïde;0.7316
CN_000053_025_texte.txt;dégénérescence hyaline;0.7277
