Filename;Keyphrase;Score
CN_000081_001_texte.txt;t. d' intoxication;0.7776
CN_000081_001_texte.txt;intoxication avec hallucinations;0.7619
CN_000081_001_texte.txt;hallucinations passagères;0.7558
CN_000081_001_texte.txt;caractéristique des élats dépressif*.;0.7558
CN_000081_001_texte.txt;hallucinations terrifiantes;0.7531
CN_000081_001_texte.txt;intoxication avec hallucinations;0.7999
CN_000081_001_texte.txt;hystérie avec hémianes-;0.7871
CN_000081_001_texte.txt;grossissement suffisant;0.7783
CN_000081_001_texte.txt;hallucinations terrifiantes;0.7755
CN_000081_001_texte.txt;états encéphalopathiques graves;0.7719
CN_000081_001_texte.txt;stigmate d' hystérie;0.7943
CN_000081_001_texte.txt;hystéro -neurasthéniques;0.7875
CN_000081_001_texte.txt;observations de dégénérés migrateurs;0.7802
CN_000081_001_texte.txt;amabilité de m.;0.7764
CN_000081_001_texte.txt;impulsions épileptiques;0.7740
CN_000081_001_texte.txt;asiles d' aliénés;0.7198
CN_000081_001_texte.txt;demi-milligrammes d' atropine;0.7098
CN_000081_001_texte.txt;cas d' épilepsie;0.7050
CN_000081_001_texte.txt;etudes histologiques;0.6991
CN_000081_001_texte.txt;signes de toxémie;0.6957
CN_000081_001_texte.txt;attaques d' épilepsie;0.7551
CN_000081_001_texte.txt;changement d' état;0.7549
CN_000081_001_texte.txt;leucocytose polymorphonucléaire intense;0.7526
CN_000081_001_texte.txt;ictus épileptiforme;0.7501
CN_000081_001_texte.txt;polynévrite lépreuse;0.7467
CN_000081_001_texte.txt;phénomène de phagocytose;0.7462
CN_000081_001_texte.txt;causes de dégénérescence;0.7455
CN_000081_001_texte.txt;r. de lizus4raye;0.7375
CN_000081_001_texte.txt;état de dégénérescence;0.7369
CN_000081_001_texte.txt;livre de m.;0.7366
CN_000081_001_texte.txt;cas d' hy- pe1'trophie;0.7786
CN_000081_001_texte.txt;processus de phagocytose;0.7696
CN_000081_001_texte.txt;asiles d' aliénés;0.7654
CN_000081_001_texte.txt;état d' affectivité pathologi-;0.7541
CN_000081_001_texte.txt;hypothèse d' amiboïsme;0.7526
CN_000081_001_texte.txt;séquestrations préten- dues arbitraires;0.8348
CN_000081_001_texte.txt;séquestrations arbi- traires;0.8269
CN_000081_001_texte.txt;adjuvat des asiles;0.8209
CN_000081_001_texte.txt;phobie des séquestrations;0.8206
CN_000081_001_texte.txt;jugement d' internement;0.8169
CN_000081_001_texte.txt;antécédents héréditaires;0.7766
CN_000081_001_texte.txt;établissement d' aliénés;0.7751
CN_000081_001_texte.txt;nominations d' agents;0.7710
CN_000081_001_texte.txt;séquestrations illégales;0.7686
CN_000081_001_texte.txt;quartiers d' hospices;0.7670
CN_000081_001_texte.txt;asile d' aliénés;0.8045
CN_000081_001_texte.txt;établissements d' aliénés;0.7912
CN_000081_001_texte.txt;période d' involution pré-sénile;0.7864
CN_000081_001_texte.txt;sifflements d' oreilles;0.7822
CN_000081_001_texte.txt;apanage des paralytiques;0.7804
CN_000081_001_texte.txt;cas d' hystérie;0.7790
CN_000081_001_texte.txt;démence paranoide;0.7739
CN_000081_001_texte.txt;fugues des paralytiques;0.7696
CN_000081_001_texte.txt;réaction de dégénéres-;0.7688
CN_000081_001_texte.txt;engourdisse- ment;0.7624
CN_000081_001_texte.txt;attaques d' hystérie;0.7930
CN_000081_001_texte.txt;hallucinations obsédantes;0.7795
CN_000081_001_texte.txt;prédisposé névropathi-;0.7618
CN_000081_001_texte.txt;sujets aux hallucinations;0.7609
CN_000081_001_texte.txt;délires hypochondriaques;0.7594
CN_000081_001_texte.txt;doctrines de m.;0.7598
CN_000081_001_texte.txt;corruclion d' astigmatisme;0.7529
CN_000081_001_texte.txt;psychisme infé- rieur;0.7522
CN_000081_001_texte.txt;asile public.-asile privé;0.7480
CN_000081_001_texte.txt;giiionde.-2 asiles;0.7464
CN_000081_001_texte.txt;tier d' hospice;0.8176
CN_000081_001_texte.txt;vosces.-pas d' asile;0.8161
CN_000081_001_texte.txt;ltràyr > a. asile;0.8142
CN_000081_001_texte.txt;asile d' aliénés;0.8001
CN_000081_001_texte.txt;hospice de bicêtre;0.8000
CN_000081_001_texte.txt;introspection généralisée;0.7282
CN_000081_001_texte.txt;a. phylogenèse;0.7269
CN_000081_001_texte.txt;hallucinations unilatérales;0.7254
CN_000081_001_texte.txt;duplicisme morpholagique;0.7218
CN_000081_001_texte.txt;dualisme d' action;0.7210
CN_000081_001_texte.txt;objection au duplicisme;0.7441
CN_000081_001_texte.txt;dualité d' origine;0.7415
CN_000081_001_texte.txt;hyménoptères par exemple;0.7401
CN_000081_001_texte.txt;phylogenèse des entrecroisements moteurs;0.7359
CN_000081_001_texte.txt;blastomère comme représentant;0.7355
CN_000081_001_texte.txt;anastomoses transmédianes;0.7546
CN_000081_001_texte.txt;précis d' embryologie;0.7526
CN_000081_001_texte.txt;agnosies unilatérales;0.7520
CN_000081_001_texte.txt;ébauches simples;0.7515
CN_000081_001_texte.txt;associations histologiques servant';0.7510
CN_000081_001_texte.txt;dualité d' origine;0.7898
CN_000081_001_texte.txt;ébranlements arri- vés;0.7867
CN_000081_001_texte.txt;iïàs perceptions;0.7787
CN_000081_001_texte.txt;cause d' aliénation;0.7737
CN_000081_001_texte.txt;antécédents héréditaires;0.7727
CN_000081_001_texte.txt;asiles d' aliénés;0.7819
CN_000081_001_texte.txt;irresponsabilité du prévenu;0.7602
CN_000081_001_texte.txt;pjl' illljtl' irlup;0.7557
CN_000081_001_texte.txt;symptômes d' intoxication;0.7556
CN_000081_001_texte.txt;placements d' aliénés;0.7530
CN_000081_001_texte.txt;désordre transi- toire.-;0.7914
CN_000081_001_texte.txt;\illas de pensiunnaires.contre;0.7901
CN_000081_001_texte.txt;"santé de synct;s.([;t7";0.7764
CN_000081_001_texte.txt;altérations cadavériques;0.7752
CN_000081_001_texte.txt;vlan= drisio;0.7738
CN_000081_001_texte.txt;asiles d' aliénés;0.8388
CN_000081_001_texte.txt;asile d' aliénés;0.8237
CN_000081_001_texte.txt;établissements d' aliénés;0.8212
CN_000081_001_texte.txt;assassins d' enfants;0.8110
CN_000081_001_texte.txt;ouverture d' asiles;0.8109
CN_000081_001_texte.txt;démences paranoides;0.8154
CN_000081_001_texte.txt;établissement d' aliénés;0.8128
CN_000081_001_texte.txt;cas d' hébéphrénie;0.8103
CN_000081_001_texte.txt;aliénés dfla,7eine -;0.8082
CN_000081_001_texte.txt;aliénés internés;0.7997
CN_000081_001_texte.txt;hallucinations cénésthésiques;0.7966
CN_000081_001_texte.txt;état d' asthénie;0.7788
CN_000081_001_texte.txt;hallucinations génitales;0.7781
CN_000081_001_texte.txt;hallucinations sensorielles;0.7726
CN_000081_001_texte.txt;troubles cénesthésiques profonds;0.7719
CN_000081_001_texte.txt;subconscience de m.;0.7979
CN_000081_001_texte.txt;observation d' apraxie;0.7908
CN_000081_001_texte.txt;hallucinations sonl;0.7858
CN_000081_001_texte.txt;altérations profondes;0.7840
CN_000081_001_texte.txt;tentative d' évasion;0.7830
CN_000081_001_texte.txt;origine des altéra- tions;0.7501
CN_000081_001_texte.txt;faits d' hypnotisme;0.7484
CN_000081_001_texte.txt;inhibition des centres;0.7468
CN_000081_001_texte.txt;plicité des phénomènes;0.7467
CN_000081_001_texte.txt;associations histologiques intracorticales;0.7465
CN_000081_001_texte.txt;agrégations fortuites;0.7483
CN_000081_001_texte.txt;propos des hallucinations hypnagogi-;0.7482
CN_000081_001_texte.txt;dualité de dualismes;0.7446
CN_000081_001_texte.txt;raisonnement par analogie;0.7404
CN_000081_001_texte.txt;attribut des cu - êtres;0.7331
CN_000081_001_texte.txt;établissements d' aliénés;0.7817
CN_000081_001_texte.txt;établissement d' aliénés;0.7806
CN_000081_001_texte.txt;-pays d' origine;0.7795
CN_000081_001_texte.txt;séquestrations arbitraires;0.7772
CN_000081_001_texte.txt;état d' aliénation;0.7754
