Filename;Keyphrase;Score
CL_000009_002_texte.txt;attaques d' hystérie convulsive;0.8176
CL_000009_002_texte.txt;phénomènes d' hystérie;0.8159
CL_000009_002_texte.txt;attaques d' hystérie;0.8149
CL_000009_002_texte.txt;observations d' hémiplégie sulfo - carbonée;0.8148
CL_000009_002_texte.txt;hystérie hystérie épilepti forme;0.8133
CL_000009_002_texte.txt;antécédents personnels névropathiques;0.7353
CL_000009_002_texte.txt;commotions prémonitoires;0.7320
CL_000009_002_texte.txt;sifflements d' oreilles;0.7270
CL_000009_002_texte.txt;grand-père grand'mère grand-père;0.7262
CL_000009_002_texte.txt;atrophie dôgénérative;0.7257
CL_000009_002_texte.txt;ans d' ataxie locomotrice.—;0.8053
CL_000009_002_texte.txt;anecdote de m.;0.7846
CL_000009_002_texte.txt;hystérie à stigmates;0.7790
CL_000009_002_texte.txt;symptômes d' hystérie;0.7789
CL_000009_002_texte.txt;complication d' hystérie;0.7786
CL_000009_002_texte.txt;cas d' ataxie locomotrice;0.7864
CL_000009_002_texte.txt;symptômes d' obnubilation;0.7778
CL_000009_002_texte.txt;sensation d' engourdissement;0.7743
CL_000009_002_texte.txt;sifflement d' oreille;0.7733
CL_000009_002_texte.txt;hystérie par exemple;0.7719
CL_000009_002_texte.txt;antécédents héréditaires névropathiques;0.7941
CL_000009_002_texte.txt;symptomes neurasthéniques stigmates hystériques;0.7941
CL_000009_002_texte.txt;manœuvres d' hypnotisation;0.7864
CL_000009_002_texte.txt;leurspériodes d' accalmie;0.7850
CL_000009_002_texte.txt;sentiment d' engourdissement;0.7843
CL_000009_002_texte.txt;attaques d' hystérie;0.7740
CL_000009_002_texte.txt;vésicules d' herpès;0.7710
CL_000009_002_texte.txt;attaque d' hystérie;0.7708
CL_000009_002_texte.txt;prédisposés par hérédité;0.7608
CL_000009_002_texte.txt;crises d' hystérie;0.7593
CL_000009_002_texte.txt;cas d' hystérie;0.7714
CL_000009_002_texte.txt;paralysies par fulguration;0.7696
CL_000009_002_texte.txt;hallucinations hypnagogiques;0.7685
CL_000009_002_texte.txt;hallucinations hypnagogiques terrifiantes;0.7666
CL_000009_002_texte.txt;formes d' hystérie;0.7645
CL_000009_002_texte.txt;exemple d' hystérie;0.7669
CL_000009_002_texte.txt;epileptique.—automatisme ambulatoire;0.7664
CL_000009_002_texte.txt;attaque d' hystérie;0.7630
CL_000009_002_texte.txt;gommotions prémonitoires;0.7604
CL_000009_002_texte.txt;secousses prémonitoires;0.7581
CL_000009_002_texte.txt;empoisonnement par l'),369;0.8725
CL_000009_002_texte.txt;hystérie par fulguration;0.8693
CL_000009_002_texte.txt;automatisme ambulatoire,325.—;0.8580
CL_000009_002_texte.txt;interparoxysmales épilep -;0.8567
CL_000009_002_texte.txt;paraplégie spasmodique;0.8531
