Filename;Keyphrase;Score
CL_000001_002_texte.txt;manifestes d' ataxie;0.7234
CL_000001_002_texte.txt;irritation parenchymateuse;0.7173
CL_000001_002_texte.txt;degré d' atrophie;0.7150
CL_000001_002_texte.txt;demi-liberté des mouvements;0.7130
CL_000001_002_texte.txt;parésie avec atrophie;0.7108
CL_000001_002_texte.txt;fortuite de phénomènes;0.7634
CL_000001_002_texte.txt;affaissement des vertèbres;0.7628
CL_000001_002_texte.txt;absence d' altérations;0.7618
CL_000001_002_texte.txt;° prompte diminution;0.7610
CL_000001_002_texte.txt;manière imparfaite;0.7587
CL_000001_002_texte.txt;cas d' ataxie locomotrice;0.8056
CL_000001_002_texte.txt;exemple d' ataxie locomotrice;0.7953
CL_000001_002_texte.txt;symptômes d' amyotrophie;0.7862
CL_000001_002_texte.txt;déformations paralytiques;0.7820
CL_000001_002_texte.txt;amyotrophie spinale deutéropalhique;0.7818
CL_000001_002_texte.txt;accès d' hystérie convulsive;0.7719
CL_000001_002_texte.txt;attaques d' hystérie;0.7658
CL_000001_002_texte.txt;accès d' épilepsie;0.7472
CL_000001_002_texte.txt;secousses convulsives rhytmiques;0.7471
CL_000001_002_texte.txt;faits d' expérimenta - tion;0.7444
CL_000001_002_texte.txt;accès d' épilepsie;0.7880
CL_000001_002_texte.txt;phalite congénitale interstitielle;0.7850
CL_000001_002_texte.txt;luxation sous-coracoïdienne complète;0.7834
CL_000001_002_texte.txt;de-gré d' infiltration;0.7816
CL_000001_002_texte.txt;symptômes d' épilepsie;0.7789
CL_000001_002_texte.txt;accès d' épilepsie;0.8111
CL_000001_002_texte.txt;attaques d' hystérie;0.8109
CL_000001_002_texte.txt;attaques d' épilepsie;0.8025
CL_000001_002_texte.txt;cas d' épilepsie;0.7999
CL_000001_002_texte.txt;modes d' invasion;0.7962
