Filename;Keyphrase;Score
CL_000001_001_texte.txt;ouvrage de m.;0.8109
CL_000001_001_texte.txt;existence d' altérations;0.8006
CL_000001_001_texte.txt;degré d' hypérémie;0.8005
CL_000001_001_texte.txt;altérations histologïques;0.8001
CL_000001_001_texte.txt;atteinte d' ataxie locomotrice;0.7988
CL_000001_001_texte.txt;cas d' ataxie locomotrice;0.7980
CL_000001_001_texte.txt;état d' hypérémie;0.7864
CL_000001_001_texte.txt;ouvrage de m.;0.7837
CL_000001_001_texte.txt;observations d' hémiparaplégie;0.7795
CL_000001_001_texte.txt;développement d' ulcérations;0.7793
CL_000001_001_texte.txt;taques d' hystérie;0.7561
CL_000001_001_texte.txt;hémorrhagie intra-eucéphaliques;0.7540
CL_000001_001_texte.txt;ouvrage de m.;0.7513
CL_000001_001_texte.txt;stigmates indélébiles;0.7512
CL_000001_001_texte.txt;épaississement des trabécules;0.7482
CL_000001_001_texte.txt;hystérie épileptiforme;0.7948
CL_000001_001_texte.txt;attaque d' hystérie commune,—;0.7920
CL_000001_001_texte.txt;symptômes d' hystérie;0.7856
CL_000001_001_texte.txt;cas d' hystérie;0.7841
CL_000001_001_texte.txt;accès d' épilepsie;0.7833
CL_000001_001_texte.txt;attaques d' hystérie;0.8007
CL_000001_001_texte.txt;cas d' hystérie;0.7971
CL_000001_001_texte.txt;matière d' hystérie;0.7950
CL_000001_001_texte.txt;attaque d' hystérie;0.7929
CL_000001_001_texte.txt;accès d' épilepsie;0.7927
CL_000001_001_texte.txt;hystérie épileptiforme;0.7870
CL_000001_001_texte.txt;ecchymoses viscérales consécutives;0.7811
CL_000001_001_texte.txt;altération des urines;0.7732
CL_000001_001_texte.txt;eruptions eczémateuses;0.7724
CL_000001_001_texte.txt;hémorrhagies des cap-sules;0.7715
