Filename;Keyphrase;Score
CN_000052_024_texte.txt;fluence des causes;0.6989
CN_000052_024_texte.txt;bquiin¡¡villk secrétaires;0.6872
CN_000052_024_texte.txt;cn_000052_024</cote > archives;0.6871
CN_000052_024_texte.txt;état d' éréthisme;0.6858
CN_000052_024_texte.txt;prise d' angoisse;0.6835
CN_000052_024_texte.txt;hallucinations olfactives;0.7760
CN_000052_024_texte.txt;hallucinations bilatérales;0.7597
CN_000052_024_texte.txt;hallucinations effrayantes;0.7586
CN_000052_024_texte.txt;avènement des polynévrites;0.7517
CN_000052_024_texte.txt;hallucinations bilaté- rales;0.7472
CN_000052_024_texte.txt;atteinte d' hystérie;0.8062
CN_000052_024_texte.txt;cas d' hystérie;0.8018
CN_000052_024_texte.txt;attaques d' hystérie;0.7935
CN_000052_024_texte.txt;attaque d' hystérie;0.7901
CN_000052_024_texte.txt;ouvrage de m.;0.7852
CN_000052_024_texte.txt;attaques d' hystérie;0.7566
CN_000052_024_texte.txt;amnésies considérables;0.7472
CN_000052_024_texte.txt;hypnoses spontanées;0.7471
CN_000052_024_texte.txt;états somnambuliques;0.7456
CN_000052_024_texte.txt;amnésies hystériques;0.7444
CN_000052_024_texte.txt;asile d' aliénés;0.7706
CN_000052_024_texte.txt;attaques d' hystérie;0.7656
CN_000052_024_texte.txt;états somnambuliques;0.7580
CN_000052_024_texte.txt;antécédents héréditaires;0.7569
CN_000052_024_texte.txt;accès d' intempérance;0.7569
CN_000052_024_texte.txt;remontrances sévères;0.7880
CN_000052_024_texte.txt;paroxysmes dipsomaniaques;0.7868
CN_000052_024_texte.txt;crise d' étouffement;0.7863
CN_000052_024_texte.txt;chef d' asiles;0.7845
CN_000052_024_texte.txt;cas d' hallucinations;0.7808
CN_000052_024_texte.txt;scrupules de m.;0.8018
CN_000052_024_texte.txt;émotivité avec excès;0.7988
CN_000052_024_texte.txt;sensation d' engourdissement;0.7987
CN_000052_024_texte.txt;écriture avec paraphasie;0.7951
CN_000052_024_texte.txt;attaques d' épilepsie;0.7942
CN_000052_024_texte.txt;asiles d' aliénés;0.7752
CN_000052_024_texte.txt;asile d' aliénés;0.7704
CN_000052_024_texte.txt;altérations postsyphilitiques;0.7672
CN_000052_024_texte.txt;inoculation de moelles;0.7661
CN_000052_024_texte.txt;indélicatesse des procédés;0.7661
CN_000052_024_texte.txt;asiles d' aliénés;0.8179
CN_000052_024_texte.txt;asile d' aliénés;0.8119
CN_000052_024_texte.txt;résultante de lois;0.8036
CN_000052_024_texte.txt;asiles d' infirmes;0.8035
CN_000052_024_texte.txt;motion de m.;0.7943
CN_000052_024_texte.txt;asiles d' aliénés;0.8093
CN_000052_024_texte.txt;asile d' épileptiques;0.7959
CN_000052_024_texte.txt;asiles d' infirmes;0.7953
CN_000052_024_texte.txt;asiles d' épilep-;0.7951
CN_000052_024_texte.txt;asiles pour épileptiques;0.7937
CN_000052_024_texte.txt;asiles d' aliénés;0.7844
CN_000052_024_texte.txt;exagération des réflexes;0.7807
CN_000052_024_texte.txt;centaines d' aliénés;0.7721
CN_000052_024_texte.txt;excès d' impressionnabilité;0.7640
CN_000052_024_texte.txt;hémorrhagies capillaires notables;0.7626
CN_000052_024_texte.txt;cas d' hydrocéphalie chronique;0.7982
CN_000052_024_texte.txt;paracentèse des ventricules;0.7881
CN_000052_024_texte.txt;fluence trophique;0.7849
CN_000052_024_texte.txt;inégalité pupillaire;0.7845
CN_000052_024_texte.txt;hallucinations verbales;0.7840
CN_000052_024_texte.txt;hospice d' aliénés;0.8022
CN_000052_024_texte.txt;asiles d' aliénés;0.8000
CN_000052_024_texte.txt;hospice des aliénés;0.7818
CN_000052_024_texte.txt;hospice de louviers;0.7804
CN_000052_024_texte.txt;enfants arriérés;0.7766
CN_000052_024_texte.txt;asile d' aliénés;0.8112
CN_000052_024_texte.txt;cas d' hystérie;0.8040
CN_000052_024_texte.txt;hospice de bicêtre;0.7894
CN_000052_024_texte.txt;millier d' épileptiques;0.7873
CN_000052_024_texte.txt;asile d' état;0.7835
CN_000052_024_texte.txt;urines post-paroxystiques;0.7644
CN_000052_024_texte.txt;urine post-paroxystique;0.7608
CN_000052_024_texte.txt;suite d' attaques;0.7538
CN_000052_024_texte.txt;état d' obsessions;0.7538
CN_000052_024_texte.txt;urine des maniaques;0.7528
CN_000052_024_texte.txt;urines des épileptiques;0.7582
CN_000052_024_texte.txt;coefficients urotoxiques;0.7452
CN_000052_024_texte.txt;différence d' appréciation;0.7448
CN_000052_024_texte.txt;miction d' urines troubles;0.7422
CN_000052_024_texte.txt;coefficient d' urotoxicité;0.7418
CN_000052_024_texte.txt;cas d' amblyopie transi-;0.8040
CN_000052_024_texte.txt;période d' obnubilation;0.7969
CN_000052_024_texte.txt;urines post-paroxystiques;0.7890
CN_000052_024_texte.txt;accès d' amblyopie;0.7853
CN_000052_024_texte.txt;journée d' obnubilation;0.7815
CN_000052_024_texte.txt;accès d' épilepsie;0.7657
CN_000052_024_texte.txt;sensations d' engourdissement;0.7581
CN_000052_024_texte.txt;observations d' hémiopie;0.7569
CN_000052_024_texte.txt;accès d' amblyopie;0.7566
CN_000052_024_texte.txt;simple- ment névropathes;0.7552
CN_000052_024_texte.txt;accès d' épilepsie;0.7573
CN_000052_024_texte.txt;hémianopsie des hystériques;0.7483
CN_000052_024_texte.txt;degré d' amblyopie;0.7479
CN_000052_024_texte.txt;accès d' amblyopie;0.7461
CN_000052_024_texte.txt;nom d' épilepsie;0.7453
CN_000052_024_texte.txt;crises d' épilepsie;0.7584
CN_000052_024_texte.txt;cas d' aphasie motrice;0.7548
CN_000052_024_texte.txt;titre d' aphasie motrice;0.7545
CN_000052_024_texte.txt;degré d' aphasie;0.7455
CN_000052_024_texte.txt;cicatrices d' infarctus;0.7440
CN_000052_024_texte.txt;homicide par imprudence;0.7802
CN_000052_024_texte.txt;accès d' épilepsie;0.7777
CN_000052_024_texte.txt;faits expé- rimentaux;0.7643
CN_000052_024_texte.txt;convulsions géné- rales;0.7620
CN_000052_024_texte.txt;décharges épileptiques;0.7618
CN_000052_024_texte.txt;altérations dégénehatives;0.7630
CN_000052_024_texte.txt;narcose chloroformique;0.7617
CN_000052_024_texte.txt;dégéné- rescence;0.7602
CN_000052_024_texte.txt;convulsions épileptiformes;0.7601
CN_000052_024_texte.txt;mortalité par abcès;0.7584
CN_000052_024_texte.txt;exagération des réflexes;0.8028
CN_000052_024_texte.txt;attaques d' épilep-;0.8019
CN_000052_024_texte.txt;essais d' extirpation;0.8018
CN_000052_024_texte.txt;essai d' extirpation;0.7989
CN_000052_024_texte.txt;étiologie des intoxications;0.7973
CN_000052_024_texte.txt;exagération du phénomène;0.7940
CN_000052_024_texte.txt;hallucinations auditives unilatérales;0.7905
CN_000052_024_texte.txt;indifférence des malades;0.7902
CN_000052_024_texte.txt;attaques d' épilepsie - type;0.7898
CN_000052_024_texte.txt;espèces d' hallucinations;0.7894
CN_000052_024_texte.txt;hallucinations kinesthétiques;0.7790
CN_000052_024_texte.txt;mélancoliques hypochondriaques négateurs;0.7660
CN_000052_024_texte.txt;présence d' aliénés chroniques;0.7657
CN_000052_024_texte.txt;chances d' hérédité;0.7637
CN_000052_024_texte.txt;idées d' auto-accusation;0.7591
CN_000052_024_texte.txt;asile d' aliénés;0.8018
CN_000052_024_texte.txt;asiles de vieillards;0.7852
CN_000052_024_texte.txt;éloge des asiles;0.7842
CN_000052_024_texte.txt;encombrement des asiles;0.7829
CN_000052_024_texte.txt;asiles de province;0.7809
CN_000052_024_texte.txt;antécédents héréditaires psychopathiques;0.7903
CN_000052_024_texte.txt;étouffement de m.;0.7852
CN_000052_024_texte.txt;cas d' hystérie;0.7843
CN_000052_024_texte.txt;accès d' épilepsie;0.7801
CN_000052_024_texte.txt;observations d' idiots;0.7718
CN_000052_024_texte.txt;délires par intoxication chronique;0.7599
CN_000052_024_texte.txt;asiles d' aliénés;0.7554
CN_000052_024_texte.txt;objections de m.;0.7551
CN_000052_024_texte.txt;asile d' aliénés;0.7494
CN_000052_024_texte.txt;folies puerpérales;0.7434
CN_000052_024_texte.txt;élévation subite;0.7992
CN_000052_024_texte.txt;force d' accroissement;0.7911
CN_000052_024_texte.txt;ossification prématurée;0.7853
CN_000052_024_texte.txt;écoulement du sang;0.7759
CN_000052_024_texte.txt;nistration des anesthésiques;0.7742
CN_000052_024_texte.txt;paramnésie de localisation;0.7592
CN_000052_024_texte.txt;occlusion des fontanelles;0.7579
CN_000052_024_texte.txt;attaque d' épilepsie;0.7550
CN_000052_024_texte.txt;anomalies de développement;0.7538
CN_000052_024_texte.txt;professeur d' anatomie;0.7529
CN_000052_024_texte.txt;asiles d' aliénés;0.7464
CN_000052_024_texte.txt;hérédité névro- pathique;0.7323
CN_000052_024_texte.txt;suite d' altérations;0.7245
