Filename;Keyphrase;Score
CL_000001_007_texte.txt;ouvrage de m.;0.7801
CL_000001_007_texte.txt;altérations par défaut;0.7771
CL_000001_007_texte.txt;empis.— etudes;0.7705
CL_000001_007_texte.txt;aveu d' impuissance;0.7631
CL_000001_007_texte.txt;érysi - pèle;0.7618
CL_000001_007_texte.txt;altérations du parenchyme;0.7623
CL_000001_007_texte.txt;intervalle de rémisssion;0.7593
CL_000001_007_texte.txt;point d' hémorrhagïe;0.7552
CL_000001_007_texte.txt;orme de néphrite;0.7502
CL_000001_007_texte.txt;convulsions épileptiformes;0.7501
CL_000001_007_texte.txt;notion d' hérédité;0.7764
CL_000001_007_texte.txt;ulcérations des cartilages;0.7695
CL_000001_007_texte.txt;point d' ecchymoses;0.7673
CL_000001_007_texte.txt;divites interemitphires;0.7659
CL_000001_007_texte.txt;altérations appréciables;0.7652
CL_000001_007_texte.txt;poussées d' érysipèle;0.7881
CL_000001_007_texte.txt;cas d' ataxie locomotrice;0.7803
CL_000001_007_texte.txt;endocardite ulcéreuse;0.7654
CL_000001_007_texte.txt;étiologie du rhumatisme;0.7622
CL_000001_007_texte.txt;arthropathies purulentes multiples;0.7593
CL_000001_007_texte.txt;exagération de phénomènes;0.7623
CL_000001_007_texte.txt;brusques variations;0.7567
CL_000001_007_texte.txt;ulcérations velvétiques;0.7543
CL_000001_007_texte.txt;pouvoir d' élimination;0.7524
CL_000001_007_texte.txt;pas d' antécédents;0.7516
CL_000001_007_texte.txt;hémorrhagies sous-cutanées;0.7756
CL_000001_007_texte.txt;cause d' hallucinations;0.7536
CL_000001_007_texte.txt;concrétions tophacôes;0.7462
CL_000001_007_texte.txt;pas d' antécédents;0.7445
CL_000001_007_texte.txt;altérations appréciables;0.7442
CL_000001_007_texte.txt;causes d' aggravation;0.7384
CL_000001_007_texte.txt;carbonate de lithine.—j';0.7294
CL_000001_007_texte.txt;effets d' accumulation;0.7242
CL_000001_007_texte.txt;gangrène par oblitération;0.7235
CL_000001_007_texte.txt;étiologie du rhumatisme;0.7227
CL_000001_007_texte.txt;ulcérations des cartilages;0.8032
CL_000001_007_texte.txt;époque d' apparition;0.7965
CL_000001_007_texte.txt;immunités pathologiques;0.7929
CL_000001_007_texte.txt;altérations des cartilages;0.7913
CL_000001_007_texte.txt;non-spécificité des lésions;0.7895
